15718582	2009_United_Nations_Climate_Change_Conference	1360	592	185	218	14	10	116	1140	901	322	67	108	8	6	105	618	20
2240837	Abrupt_climate_change	338	115	37	38	2	2	53	0	278	82	11	21	2	2	53	0	3
4607152	Adaptation_to_global_warming	732	359	99	108	26	18	46	792	532	205	39	49	8	7	21	119	8
39	Albedo	920	525	127	176	2	2	2	0	622	324	19	85	0	0	0	0	18
243062	American_Association_for_the_Advancement_of_Science	324	173	14	27	0	0	0	0	263	135	5	18	0	0	0	0	4
794329	American_Geophysical_Union	207	73	4	8	0	0	0	0	183	54	1	4	0	0	0	0	4
19480112	Arctic_methane_release	270	105	25	25	4	4	77	292	229	68	14	14	4	4	77	292	4
560009	Arid	340	199	102	128	6	6	8	36	189	100	9	53	0	0	0	0	4
8813953	Atlantic_multidecadal_oscillation	229	100	16	15	2	2	32	0	164	70	8	8	2	2	32	0	1
706999	Atmospheric_chemistry	225	114	26	36	0	0	0	0	172	84	2	17	0	0	0	0	2
801420	Atmospheric_physics	152	77	8	13	0	0	0	0	121	58	1	6	0	0	0	0	4
164633	Atmospheric_sciences	198	118	27	42	0	0	0	0	150	82	6	23	0	0	0	0	2
3201	Attribution_of_recent_climate_change	1177	348	222	156	44	24	605	11640	1052	260	160	103	42	23	591	10833	10
10086576	Avoiding_dangerous_climate_change	284	132	52	54	12	10	20	160	238	96	28	35	6	5	9	25	7
91173	Axial_tilt	820	483	164	214	2	2	3	0	469	252	16	95	0	0	0	0	5
14732686	Bali_Road_Map	139	62	4	8	0	0	0	0	117	40	1	4	0	0	0	0	1
188543	Biofuel	5688	2490	1312	1409	48	39	121	4524	3303	1052	237	534	10	10	37	110	26
3797013	Black_carbon	379	168	36	35	16	9	16	126	281	99	13	12	0	0	0	0	5
36995466	Blue_carbon	33	18	4	7	0	0	0	0	28	13	1	4	0	0	0	0	1
12887090	Bond_event	172	60	10	11	2	2	51	0	155	47	5	6	2	2	51	0	5
1693139	Carbon_credit	859	460	139	190	6	6	9	42	485	211	27	84	2	2	5	0	4
47503	Carbon_cycle	2741	1353	887	965	24	17	76	1241	1369	542	80	351	6	5	18	75	18
5906	Carbon_dioxide	6605	3214	1929	2081	96	72	679	48672	3869	1262	304	679	22	15	506	7245	33
21072589	Carbon_dioxide_removal	195	84	14	21	0	0	0	0	155	56	0	10	0	0	0	0	4
2322153	Carbon_offset	1406	625	169	227	6	6	27	96	935	330	48	118	2	2	11	0	6
5980	Carbon_sink	1019	523	103	142	2	2	2	0	653	278	17	58	0	0	0	0	8
84107	Carbon_tax	1669	680	224	265	18	15	53	645	1191	366	56	115	12	9	42	288	9
36913101	Carbon-neutral_fuel	234	33	3	4	2	2	2	0	224	29	2	3	2	2	2	0	0
5401	Carboniferous	1286	677	307	376	6	5	11	30	764	339	28	138	0	0	0	0	3
5999	Climate	2794	1376	814	973	16	16	31	352	1673	603	78	350	4	4	9	24	26
47512	Climate_change	4041	1604	1016	1008	58	40	271	10640	2901	891	376	488	42	28	236	6440	17
38596689	Climate_change_adaptation_in_Nepal	45	18	0	0	0	0	0	0	43	16	0	0	0	0	0	0	1
61910	Climate_change_and_agriculture	685	357	119	159	12	11	34	352	483	210	32	75	8	7	30	189	10
26515241	Climate_change_and_ecosystems	96	57	10	16	0	0	0	0	68	32	6	12	0	0	0	0	2
29872326	Climate_change_and_poverty	69	26	2	4	0	0	0	0	58	22	0	2	0	0	0	0	2
12474403	Climate_change_denial	1578	327	242	153	64	46	434	19412	1537	308	222	142	60	43	423	17673	12
26198824	Climate_change_feedback	202	70	19	27	0	0	0	0	172	44	2	10	0	0	0	0	1
34335892	Climate_change_in_Africa	8	5	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0
14329297	Climate_change_in_Australia	354	157	35	57	2	2	2	0	289	98	7	28	0	0	0	0	8
34151275	Climate_change_in_Bangladesh	43	26	3	6	0	0	0	0	28	15	0	3	0	0	0	0	1
24886645	Climate_change_in_Canada	111	55	13	19	2	2	2	0	79	35	3	8	0	0	0	0	1
18521372	Climate_change_in_China	147	79	17	24	4	3	4	6	105	41	4	10	0	0	0	0	1
